"Participant","Experiment_Duration","Date","Time","Browser","Mobile","Platform","Screen_Width","Screen_Height","Source","Gender","Age","Education","Student","Discipline","Ethnicity","Country","SexualOrientation","SexualStatus","StimuliChoice","Bait_Duration","BAIT_InterestingAI","BAIT_ImageDistinctionBad","BAIT_ImitatingReality","BAIT_UnderstandingAI","BAIT_Benefit","BAIT_ExpertAI","BAIT_InnovativeAI","BAIT_ImageDistinctionEasy","BAIT_UserAI","BAIT_ImpersonalAI","BAIT_Dangerous","BAIT_TextIssues","BAIT_ImagesIssues","BAIT_Worry","BAIT_TextDifferentiation","BAIT_Exciting","BAIT_UniqueHuman","BAIT_ImagesRealistic","BAIT_VideosIssues","BAIT_TrustHuman","BAIT_PreferenceHuman","BAIT_ContentDetection","BAIT_VideosRealistic","BAIT_TextRealistic","BAIT_EnvironmentReal","BAIT_EmotionalHuman","COPS_Duration","SexualActivity","COPS_Frequency","Feedback_NoFacesAttractive","Feedback_SomeFacesAttractive","Feedback_AIMoreAttractive","Feedback_AILessAttractive","Feedback_NoImagesArousing","Feedback_SomeImagesArousing","Feedback_AIMoreArousing","Feedback_AILessArousing","Feedback_DiffObvious","Feedback_DiffSubtle","Feedback_DiffNone","Feedback_LabelsIncorrect","Feedback_LabelsReversed","Feedback_AllReal","Feedback_AllFake","Feedback_AllRealConfidence","Feedback_AllFakeConfidence","Feedback_Enjoyment","Feedback_Text","Instruction_Duration1","Instruction_Duration2","Eyetracking_Validation1_Mean","Eyetracking_Validation1_Max","Eyetracking_Validation1_Min","Eyetracking_Validation1_Distance","Eyetracking_Validation2_Mean","Eyetracking_Validation2_Max","Eyetracking_Validation2_Min","Eyetracking_Validation2_Distance","version","Screen_Size"
"S120",22.58255,"28/02/2025","15:19:53","safari","False","Mac OS",1424,665,"prolific","Female",46,"High school","False","Prefer not to say","White","Ireland","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.66441666666667,4,5,4,2,4,0,2,0,2,1,2,3,1,5,5,5,6,6,2,5,6,1,5,3,4,6,0.2858,"within the last week","0. I haven't viewed pornography in the past 30 days","False","True","False","False","False","False","False","False","False","False","True","False","False","True","False",4,NA,2,"",116.699,37.561,3.92752776154296,13.7931034482759,0,124.302521183705,3.07422559906487,8.62068965517241,0,130.10770446477,"old",973.118697795906
"S121",40.2601333333333,"28/02/2025","16:00:14","chrome","False","Mac OS",1440,778,"prolific","Male",63,"High school","False","Prefer not to say","Other","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.85471666666667,0,6,3,3,5,0,3,0,0,4,2,5,2,4,4,5,5,5,5,0,3,0,4,3,5,4,0.62905,"within the last 3 days","0. I haven't viewed pornography in the past 30 days","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False",0,NA,4,"",204.419,45.697,4.21751412429379,16.9491525423729,0,91.0160261011434,4.05649717514124,15.2542372881356,0,104.623245026768,"old",1058.4516994176
"S123",19.9444666666667,"03/03/2025","10:32:14","chrome","False","Windows 10",1707,898,"prolific","Female",30,"Bachelor","False","Biology, Chemistry, Physics","White","United States","Bisexual","Single and open to dating","Women (and heterosexual couples)",1.18643333333333,0,1,4,2,1,2,0,4,0,6,6,6,5,6,3,1,6,5,5,6,6,4,5,5,4,6,0.189466666666667,"less than 24h ago","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False",NA,NA,4,"",38.192,7.622,13.4209039548023,76.6666666666667,0,93.1045286571216,16.2627118644068,41.6666666666667,0,115.706354694861,"new",1238.09773442972
"S126",22.56045,"03/03/2025","11:57:39","chrome","False","Windows 10",1280,559,"prolific","Male",26,"Bachelor","True","Engineering, Computer Science","South Asian","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",1.77915,4,3,5,4,5,2,5,1,6,3,2,3,0,3,4,5,1,5,5,0,1,1,4,5,6,1,0.290583333333333,"more than a year ago","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","True","False","False","False","True","False","False","True","False",3,NA,3,"",48.541,50.456,28.2292207792208,80,0,54.893996485128,3.46900089206066,12.5,0,111.59124164725,"new",845.884152824723
"S127",27.9149833333333,"03/03/2025","22:10:51","safari","False","Mac OS",1440,707,"prolific","Female",22,"Bachelor","True","Other","White","Australia","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.1813,3,4,3,3,4,1,3,2,4,2,3,3,4,3,4,5,5,4,5,3,5,4,2,4,3,5,0.145383333333333,"within the last 3 days","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False",NA,NA,4,"This was a lot of fun! Thanks for including a break time, it was really helpful",50.119,34.817,7.41379310344828,31.0344827586207,0,122.290913518067,1.89665425984599,8.62068965517241,0,186.792939488387,"new",1008.99950445974
"S128",21.2438333333333,"04/03/2025","14:01:48","chrome","False","Mac OS",1361,1121,"prolific","Male",50,"Master","False","Business, Economics","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",1.52443333333333,1,5,5,4,6,3,6,1,5,3,4,1,0,3,5,6,3,6,1,1,1,1,5,6,6,2,0.254366666666667,"within the last 3 days","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"N/A - thanks",49.985,34.912,6.14421647338686,33.8983050847458,0,163.005984087955,0.836158192090396,5,0,168.108135911966,"new",1235.18460158796
"S129",27.0881,"04/03/2025","14:10:10","chrome","False","Windows 10",1536,730,"prolific","Female",42,"Other","Prefer not to say","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.2961,2,4,5,3,3,2,3,0,0,3,3,6,3,6,3,3,5,6,2,6,6,2,3,3,2,5,0.323616666666667,"within the last month","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,2,"",33.667,26.11,5.10204081632653,30.6122448979592,0,106.224961752158,2.31746031746032,14.2857142857143,0,104.773673652695,"new",1058.90509489756
"S130",22.1208833333333,"04/03/2025","14:23:07","firefox","False","Mac OS",1280,672,"prolific","Male",39,"High school","False","Prefer not to say","White","United Kingdom","Homosexual","In a relationship and not open to dating","Prefer not to say",1.59585,2,1,0,1,0,0,6,3,1,4,6,5,1,6,1,0,6,1,6,6,6,4,0,1,2,6,0.201583333333333,"less than 24h ago","6. I viewed pornography multiple times a day","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False",NA,NA,4,"",36.047,20.384,20,100,0,4.72461758363975,20,100,0,11.2858741698469,"new",927.448111756124
"S131",25.1206833333333,"04/03/2025","14:32:32","chrome","False","Windows 10",1280,585,"prolific","Female",27,"Master","False","Engineering, Computer Science","Black","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.81378333333333,2,1,4,5,4,1,4,4,4,4,3,5,0,0,0,4,4,4,2,4,5,4,1,5,3,4,0.31345,"within the last week","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,2,"",42.899,39.175,6.32306654131819,22.0338983050847,0,114.553714550464,2.55860538253875,5.35714285714286,0,179.419695136856,"new",865.332306111357
"S132",22.1659333333333,"04/03/2025","14:39:24","edge-chromium","False","Windows 10",1912,920,"prolific","Male",50,"Bachelor","False","Engineering, Computer Science","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.58063333333333,0,1,0,3,3,1,1,5,2,6,5,6,4,6,1,2,6,3,5,6,6,5,4,0,1,6,0.309883333333333,"within the last month","3. I viewed pornography weekly","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False",NA,NA,4,"Nothing thank you.",33.591,34.277,2.14285714285714,21.4285714285714,0,148.674283868964,1.39162561576355,6.89655172413793,0,138.336151537015,"new",1326.28805317699
"S133",29.9323833333333,"05/03/2025","01:28:22","firefox","False","Mac OS",1586,893,"prolific","Male",32,"High school","False","Prefer not to say","Hispanic/Latino","United States","Heterosexual","In a relationship and open to dating","Prefer not to say",3.00023333333333,1,2,4,4,2,3,4,4,6,6,5,4,3,6,3,4,6,5,4,3,6,5,4,2,3,6,0.40395,"less than 24h ago","5. I viewed pornography daily","False","False","False","False","False","False","False","False","False","False","True","True","False","True","False",4,NA,4,"",125.025,46.287,20,100,0,9.33542772324263,20,100,0,5.55415754667937,"new",1190.08319036948
"S134",15.5739666666667,"05/03/2025","03:27:34","chrome","False","Windows 10",1280,711,"prolific","Female",27,"Bachelor","False","Arts and Humanities","Hispanic/Latino","United States","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.34495,6,6,5,3,5,2,5,4,5,5,6,6,5,6,5,4,5,5,5,5,5,6,6,6,5,5,0.256233333333333,"less than 24h ago","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False",NA,NA,2,"",11.99,18.2,6.90677966101695,28.8135593220339,0,111.725051329093,1.52542372881356,8.47457627118644,0,92.4263558411306,"new",953.981131888886
"S135",21.7641833333333,"05/03/2025","09:19:50","edge-chromium","False","Windows 10",630,586,"prolific","Female",21,"High school","True","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.69023333333333,0,1,0,3,0,0,0,5,5,6,6,6,5,6,3,3,6,2,4,5,6,4,4,0,0,6,0.228716666666667,"within the last week","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,3,"",79.331,17.079,7.51607247223846,28.8135593220339,0,92.8537389737669,3.54529514903565,16.9491525423729,0,109.109941513348,"new",607.601843315176
"S136",24.8754666666667,"05/03/2025","09:27:41","chrome","False","Windows 10",1366,641,"prolific","Female",52,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.24895,3,5,3,3,4,2,4,1,2,4,2,3,3,3,4,4,4,4,3,4,4,3,4,4,4,4,0.377,"within the last week","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"",90.231,39.681,5.48837209302326,34.8837209302326,0,55.6002796051105,9.58056785339826,28.5714285714286,0,86.7631558045406,"new",935.738211253554
"S137",21.33335,"05/03/2025","11:15:24","chrome","False","Windows 10",1440,731,"prolific","Male",41,"Bachelor","False","Business, Economics","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.05571666666667,0,2,3,4,5,1,4,4,4,6,1,6,4,1,2,5,6,5,4,3,5,4,4,2,2,5,0.19745,"less than 24h ago","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False",NA,NA,4,"",57.902,22.926,20.6275082797584,61.0169491525424,0,60.883670442847,6.2770309760374,15.2542372881356,0,83.7364110461606,"new",1025.98245599035
"S138",26.1844,"06/03/2025","09:30:09","chrome","False","Windows 10",1527,872,"prolific","Female",53,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.03018333333333,3,4,4,5,3,1,3,1,1,2,2,5,3,2,5,4,5,5,3,5,5,2,5,4,4,4,0.30455,"within the last month","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","True","False","False","True","True","False","True","False",4,NA,4,"",82.494,38.514,13.635593220339,51.6666666666667,0,97.3251121197972,4.05104227547243,13.3333333333333,0,157.781198380216,"new",1153.92547419667
"S139",38.1368833333333,"06/03/2025","09:35:59","chrome","False","Mac OS",1440,778,"prolific","Female",25,"Master","False","Other","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.4955,2,2,4,6,3,3,3,3,6,5,6,6,1,6,2,6,4,6,5,6,6,4,3,5,4,5,0.204883333333333,"within the last month","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False",NA,NA,1,"",42.158,45.828,20.0074068088774,53.5714285714286,0,62.450099515719,4.72560076662244,31.3725490196078,0,75.9814842151904,"new",1058.4516994176
"S140",28.7943,"06/03/2025","10:03:19","chrome","False","Windows 10",1366,679,"prolific","Male",36,"Bachelor","Prefer not to say","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.85086666666667,4,2,5,6,3,1,4,4,2,5,6,4,6,6,4,5,5,5,5,5,6,5,4,5,5,4,0.861216666666667,"within the last 3 days","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False",NA,NA,4,"",35.916,29.783,10,100,0,71.6612250176545,3.33333333333333,33.3333333333333,0,84.3275187927755,"new",963.075282623326
"S141",24.7876833333333,"06/03/2025","10:14:41","firefox","False","Windows 10",1536,676,"prolific","Male",76,"Bachelor","False","Engineering, Computer Science","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.88105,3,4,4,4,4,0,4,1,2,2,2,3,3,2,5,4,3,5,2,4,5,1,5,5,5,3,0.332216666666667,"more than a year ago","3. I viewed pornography weekly","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,3,"",57.774,31.307,2.6530612244898,16.3265306122449,0,90.6005347327856,7.15656565656566,51.1111111111111,0,55.2901319441704,"new",1018.9877329978
"S142",17.6761166666667,"06/03/2025","10:37:54","chrome","False","Windows 10",1280,551,"prolific","Male",59,"Bachelor","False","Business, Economics","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.46301666666667,3,5,2,2,5,0,5,3,1,6,4,6,1,4,5,5,4,4,2,3,4,3,5,5,4,5,0.144083333333333,"within the last week","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,3,"",41.852,11.163,3.70056497175141,15,0,75.6313579754011,3.06565361387103,15.2542372881356,0,131.093718085083,"new",839.809502208685
"S143",19.4583833333333,"07/03/2025","07:32:51","chrome","False","Windows 10",1280,593,"prolific","Female",40,"Bachelor","False","Biology, Chemistry, Physics","South Asian","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.54123333333333,3,5,3,2,4,1,4,2,1,3,3,4,3,3,5,4,3,3,2,5,5,1,3,3,3,3,0.231283333333333,"within the last month","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False",1,NA,3,"",39.194,16.347,9.14951573849879,33.3333333333333,0,70.3850665314635,7.53811661745619,27.1186440677966,0,64.7072607037017,"new",871.229016963967
"S144",61.28615,"07/03/2025","09:21:37","chrome","False","Windows 10",1920,953,"prolific","Female",22,"Bachelor","False","Biology, Chemistry, Physics","Southeast Asian","United States","Bisexual","In a relationship and not open to dating","Men (and heterosexual couples)",1.95566666666667,1,0,1,0,6,0,2,5,4,4,2,4,0,6,0,5,6,5,5,6,6,6,4,1,5,0,0.172816666666667,"within the last 3 days","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False",NA,NA,4,"have a nice day :)",84.245,23.246,6.89830508474576,32.2033898305085,0,109.896732323836,4.03389830508475,20,0,142.517386271763,"new",1352.68621638575
"S145",23.1789666666667,"07/03/2025","11:17:10","chrome","False","Windows 10",1920,1031,"prolific","Female",46,"High school","False","Prefer not to say","White","United Kingdom","Bisexual","In a relationship and not open to dating","Men (and heterosexual couples)",1.48676666666667,2,3,4,4,2,2,5,3,2,6,5,4,4,6,4,3,6,5,5,6,6,5,3,4,5,6,0.248766666666667,"less than 24h ago","1. I viewed pornography once in the past 30 days","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"",65.549,13.097,12.5643872978765,30.5084745762712,0,125.522664779594,3.93054743814533,18.9655172413793,0,123.568739847472,"new",1406.95415703569
"S146",26.32275,"07/03/2025","11:23:27","chrome","False","Windows 10",1280,593,"prolific","Female",36,"Bachelor","False","Sociology, Anthropology","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.32396666666667,2,3,2,2,6,0,5,3,5,6,3,5,3,3,3,6,5,3,5,6,6,3,3,3,3,6,0.341083333333333,"less than 24h ago","3. I viewed pornography weekly","False","False","False","False","False","False","False","False","False","False","False","True","False","False","True",NA,3,4,"I think it is hard to tell with these ones. I started to think they might all be ai due to the style of them which I find hard to describe. I found it difficult to tell with short displays",30.973,18.909,25.1956417893672,70.9677419354839,0,54.0808990300897,7.44151846785226,34.8837209302326,0,48.53354675382,"new",871.229016963967
"S147",24.9509833333333,"07/03/2025","11:24:20","chrome","False","Windows 10",1440,731,"prolific","Female",64,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.11818333333333,1,4,5,4,4,1,5,2,3,2,4,4,3,5,5,5,6,4,2,3,3,2,5,2,5,2,0.31815,"less than 24h ago","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"",127.421,58.941,3.38983050847458,13.5593220338983,0,67.1975994988117,0.169491525423729,1.69491525423729,0,130.896685435134,"new",1025.98245599035
"S148",22.2713,"07/03/2025","12:06:35","chrome","False","Windows 10",2369,985,"prolific","Male",25,"Bachelor","False","Business, Economics","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",1.61565,0,1,5,6,5,2,0,4,6,6,3,6,4,4,1,6,6,5,6,6,0,5,0,4,2,3,0.21435,"within the last 3 days","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"",103.776,27.057,8.64406779661017,45.7627118644068,0,78.106886722881,18.6440677966102,45.7627118644068,0,72.1494790367334,"new",1527.5683290773
"S149",24.74385,"07/03/2025","12:07:30","chrome","False","Windows 10",1536,730,"prolific","Male",31,"Bachelor","True","Literature, Languages","South Asian","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",2.02821666666667,0,3,0,5,3,0,2,3,6,6,0,4,2,1,3,4,6,3,4,6,6,3,2,3,2,6,0.347116666666667,"less than 24h ago","5. I viewed pornography daily","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"",99.23,111.718,4.05084745762712,20.3389830508475,0,97.8723844368165,4.06779661016949,16.9491525423729,0,112.339202243504,"new",1058.90509489756
"S150",22.6104333333333,"07/03/2025","15:22:38","firefox","False","Windows 10",1920,919,"prolific","Female",38,"Bachelor","False","Business, Economics","White","United Kingdom","Bisexual","Single and not open to dating","Women (and heterosexual couples)",4.07731666666667,4,5,5,2,3,0,2,3,5,5,6,5,2,6,6,4,6,5,4,6,6,0,4,4,5,6,0.184766666666667,"less than 24h ago","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False",4,NA,4,"",19,12.945,20,100,0,18.9790714952131,20,100,0,2.85340267148918,"new",1328.33730656035
"S151",18.4550166666667,"07/03/2025","15:24:15","chrome","False","Windows 10",1280,639,"prolific","Female",24,"Master","False","Other","White","United Kingdom","Bisexual","In a relationship and not open to dating","Men (and heterosexual couples)",1.54798333333333,2,1,3,4,6,3,6,3,6,5,3,6,5,1,1,6,6,2,5,6,4,4,0,3,5,3,0.159133333333333,"less than 24h ago","3. I viewed pornography weekly","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",3,NA,4,"",68.513,19.186,8.98305084745763,37.2881355932203,0,43.436039218207,15.8464803441569,34.4262295081967,1.66666666666667,70.6780868537258,"new",904.389296708005
"S152",37.8013833333333,"07/03/2025","15:25:45","edge-chromium","False","Windows 10",1272,594,"prolific","Female",38,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",4.53521666666667,3,3,4,3,4,1,4,2,1,1,3,4,2,3,2,4,2,4,4,2,4,2,4,2,5,4,0.25535,"within the last 3 days","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False",0,NA,4,"",63.116,26.397,5.88543756485645,28.8135593220339,0,44.2545721000326,10.3179056313051,30.5084745762712,0,57.6087345163203,"new",869.234145670774
"S153",15.1231166666667,"07/03/2025","15:37:54","edge-chromium","False","Windows 10",1272,594,"prolific","Male",21,"Bachelor","False","Business, Economics","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",0.629016666666667,3,1,5,6,4,3,3,5,2,4,6,5,6,6,4,2,2,4,5,5,2,5,6,5,5,4,0.131733333333333,"within the last month","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,3,"",20.796,5.758,5.30776092774309,27.1186440677966,0,60.3426283907657,0.166666666666667,1.66666666666667,0,72.2536038877071,"new",869.234145670774
"S154",21.0000666666667,"07/03/2025","15:56:04","chrome","False","Chrome OS",1366,665,"prolific","Male",58,"Bachelor","False","Business, Economics","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.89273333333333,4,6,6,4,2,0,5,1,2,2,4,6,1,5,2,4,4,6,1,5,6,0,5,2,6,3,0.206633333333333,"within the last week","4. I viewed pornography multiple times a week","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False",NA,NA,3,"",22.133,10.43,3.04347826086957,30.4347826086957,0,83.1478007854625,0.434782608695652,4.34782608695652,0,95.687808075649,"new",953.094958542957
"S155",27.1833,"07/03/2025","16:02:43","firefox","False","Windows 10",1280,567,"prolific","Male",80,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","Single and not open to dating","Prefer not to say",2.02738333333333,3,3,4,1,4,0,3,4,0,3,2,5,4,3,2,4,5,5,4,5,3,3,4,2,4,3,0.375833333333333,"within the last week","4. I viewed pornography multiple times a week","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False",NA,NA,3,"",70.533,29.182,20,100,0,0.030870631152739,20,100,0,0.00232558139534831,"new",851.915488766345
"S156",23.2865666666667,"07/03/2025","16:04:17","chrome","False","Windows 10",1536,695,"prolific","Male",62,"Bachelor","False","Engineering, Computer Science","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.80896666666667,3,6,6,3,6,2,4,0,5,1,0,0,3,0,6,3,3,6,0,6,6,0,6,6,6,3,0.31425,"within the last 3 days","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False",0,NA,2,"",85.065,26.892,16.4136956945256,55,0,51.9298994864137,16.0069990706231,61.6666666666667,0,65.7004181269049,"new",1033.20859462163
"S157",16.27635,"07/03/2025","16:51:55","chrome","False","Windows 10",1536,730,"prolific","Male",50,"Master","False","History, Archaeology","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.12815,3,3,1,4,3,3,0,3,1,5,3,5,3,5,1,1,6,3,3,3,6,4,0,1,3,6,0.165516666666667,"less than 24h ago","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False",NA,NA,3,"no",33.103,10.402,2.7090395480226,15.2542372881356,0,68.9010809886333,1.54295733489188,6.89655172413793,0,59.7280591781383,"new",1058.90509489756
"S158",42.6578166666667,"10/03/2025","09:35:25","chrome","False","Windows 10",1366,607,"prolific","Female",37,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.3132,0,4,4,2,0,0,0,3,0,6,6,3,2,6,4,0,6,5,3,6,6,3,5,3,4,6,0.288083333333333,"within the last 3 days","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,2,"",92.794,20.131,3.531268264173,18.3333333333333,0,57.386705265828,8.54237288135593,58.3333333333333,0,51.0241844438448,"new",910.583329520149
"S159",23.5212833333333,"10/03/2025","09:40:20","edge-chromium","False","Windows 10",1536,710,"prolific","Female",45,"Bachelor","False","Psychology, Neuroscience","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.79598333333333,1,4,3,3,0,1,3,2,1,5,4,3,3,5,4,3,5,4,2,5,5,3,3,3,4,4,0.228916666666667,"within the last month","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,3,"",76.282,23.945,31.4661016949152,64.4067796610169,0,41.0538409356192,14.4067796610169,64.4067796610169,0,33.112731618539,"new",1044.29880781317
"S160",18.7755666666667,"10/03/2025","09:41:37","chrome","False","Windows 10",1280,585,"prolific","Female",35,"Doctorate","Prefer not to say","Psychology, Neuroscience","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.67508333333333,4,3,2,0,4,0,4,2,3,4,3,4,4,4,4,4,4,4,2,4,5,3,4,3,2,4,0.170783333333333,"within the last 3 days","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,NA,"",27.071,11.4,8.81307227742061,41.3793103448276,0,49.593154329379,3.0426651081239,11.864406779661,0,67.6686806688248,"new",865.332306111357
"S161",15.8590333333333,"10/03/2025","09:46:36","chrome","False","Windows 10",1707,735,"prolific","Female",40,"Master","False","Arts and Humanities","White","Ireland","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.17621666666667,0,1,2,4,3,0,4,4,4,5,3,6,2,5,3,4,6,3,3,6,6,3,4,3,2,0,0.224133333333333,"within the last year","1. I viewed pornography once in the past 30 days","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,0,"",31.16,18.426,2.73241768946035,13.7931034482759,0,102.308982338185,6.83144667630502,21.0526315789474,0,184.972010177929,"new",1120.10936965995
"S162",21.4780833333333,"10/03/2025","09:48:27","chrome","False","Windows 10",1536,703,"prolific","Male",50,"Bachelor","False","Literature, Languages","White","United Kingdom","Heterosexual","In a relationship and open to dating","Prefer not to say",2.43191666666667,3,3,5,5,4,0,6,2,1,3,4,6,3,3,3,6,5,6,5,4,6,5,6,3,6,3,0.231966666666667,"less than 24h ago","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","True","True","False","True","True",2,2,4,"enjoyable task",40.645,94.577,5.05084745762712,23.728813559322,0,150.080369548154,6.11961815702318,25.4237288135593,0,123.696712928499,"new",1039.13810439229
"S163",21.34125,"10/03/2025","10:21:16","chrome","False","Chrome OS",1469,731,"prolific","Male",33,"Bachelor","False","Political Science, Law","White","United States","Heterosexual","Single and not open to dating","Prefer not to say",1.33265,2,2,4,4,5,0,4,4,2,5,5,4,4,5,2,5,5,5,6,5,6,5,4,3,4,5,0.2268,"within the last week","3. I viewed pornography weekly","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False",NA,NA,4,"",48.826,17.822,3.50120893599154,11.9047619047619,0,114.912858897038,4.07707910750507,23.5294117647059,0,97.4490781378844,"new",1036.2620324995
"S164",19.8018833333333,"10/03/2025","10:31:59","chrome","False","Windows 10",1920,945,"prolific","Male",32,"Bachelor","True","Engineering, Computer Science","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.36136666666667,4,4,2,2,4,2,2,1,1,4,1,4,3,0,4,5,2,6,4,4,3,4,3,4,3,2,0.2351,"less than 24h ago","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"",32.437,21.655,10.954802259887,44.0677966101695,0,80.1424634672598,14.1977401129943,40.6779661016949,0,85.2026740720045,"new",1346.99665923862
"S165",31.2128833333333,"10/03/2025","10:32:03","edge-chromium","False","Windows 10",1528,708,"prolific","Male",68,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",2.46431666666667,3,3,4,4,3,2,4,3,2,4,4,5,3,4,4,4,5,5,3,5,5,3,4,4,4,5,0.325316666666667,"within the last week","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False",NA,NA,4,"That was really interesting to be involved in and worked well in that the instructions were easy to follow. Thank you",57.385,42.296,2.57370313302517,8.47457627118644,0,179.677627067036,3.89002532631989,16.9491525423729,0,180.566313078469,"new",1040.10768673248
