Participant,Item,Order1,RT1,Condition,Duration1,ISI1,Cue_Color,Cue_Duration,Arousal,Valence,Enticement,Order2,RT2,Duration2,ISI2,Realness,Type,Category,Orientation,Norms_Arousal,Norms_Valence,Luminance,Contrast,Entropy,Complexity,Red,Green
S093,Female_015_v,57,5.593,AI-Generated,2500.0,500.0,green,1250.0,0.58,0.58,0.78,30,3.036,1000.0,500.0,0.96,Erotic,Female,v,5.55,7.3,65.2389,53.402,7.5418,171124,8.0169,14.7847
S093,Male_013_v,58,4.112,AI-Generated,2500.0,500.0,green,1250.0,0.14,0.74,0.89,43,1.857,1000.0,500.0,0.79,Erotic,Male,v,3.75,3.7,44.0686,86.7349,7.4514,293448,11.5375,24.8859
S093,Male_015_v,59,5.775,Photograph,2500.0,500.0,blue,1250.0,0.09,0.36,0.69,48,3.287999999999767,1000.0,500.0,1.0,Erotic,Male,v,2.7,4.8,20.0917,76.4888,3.8868,167601,1.4845,8.8924
S093,Male_007_h,60,10.964,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.46,0.32,29,4.838,1000.0,500.0,0.89,Erotic,Male,h,4.05,3.3,50.1922,54.4775,7.6965,469938,3.1066,14.9059
S092,People_187_h,1,12.477299999952317,AI-Generated,2500.0,500.0,green,1250.0,0.31,0.42,0.45,51,1.613800000011921,1000.0,500.0,0.73,Non-erotic,People,h,4.55,6.9,48.6317,72.6593,7.9149,445830,-1.5361,3.8181
S092,Male_024_h,2,8.894400000035763,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.24,0.21,41,1.8911000000238416,1000.0,500.0,0.58,Erotic,Male,h,2.6,4.5,35.3457,44.1672,7.3268,201056,11.8279,13.8626
S092,Female_011_h,3,11.249,AI-Generated,2500.0,500.0,green,1250.0,0.57,0.06,0.46,33,1.800699999988079,1000.0,500.0,0.45,Erotic,Female,h,5.85,7.6,59.689,56.5583,7.4167,142606,7.0771,8.9211
S092,Male_008_v,4,10.0975,Photograph,2500.0,500.0,blue,1250.0,0.08,-0.5,0.12,37,1.8701999999880792,1000.0,500.0,0.45,Erotic,Male,v,4.45,3.4,49.8422,61.1046,7.609,207491,14.1516,16.1108
S092,Male_009_v,5,10.367699999988082,AI-Generated,2500.0,500.0,green,1250.0,0.0,-0.5,0.01,52,1.6910999999642373,1000.0,500.0,0.62,Erotic,Male,v,2.85,4.45,43.2111,60.8704,7.489,271374,13.4711,15.6762
S092,Female_016_h,6,6.360599999964237,AI-Generated,2500.0,500.0,green,1250.0,0.54,0.22,0.74,58,1.3565999999642373,1000.0,500.0,0.82,Erotic,Female,h,4.5,6.65,52.7456,37.7359,7.2035,198286,33.7434,20.4305
S092,Male_023_v,7,14.050100000023843,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.24,0.13,40,1.6353000000119209,1000.0,500.0,0.57,Erotic,Male,v,3.0,5.05,51.0533,59.4542,7.7168,201176,12.5798,16.3443
S092,Faces_234_h,8,6.915900000035763,AI-Generated,2500.0,500.0,green,1250.0,0.0,-0.78,0.3,26,1.3140999999642373,1000.0,500.0,0.37,Non-erotic,Faces,h,4.0,6.2,41.9783,67.2103,7.8073,506847,-3.0751,15.1934
S092,Faces_314_h,9,7.81,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.02,0.16,56,2.432100000023842,1000.0,500.0,0.57,Non-erotic,Faces,h,3.3,5.25,60.1728,58.7845,7.6537,255417,-5.0633,-2.6592
S092,Female_019_h,10,3.876099999964237,Photograph,2500.0,500.0,blue,1250.0,0.56,0.1,0.74,54,1.3036999999880792,1000.0,500.0,0.75,Erotic,Female,h,5.0,6.4,48.6266,36.3153,7.1507,254048,23.4717,33.9492
S092,Male_016_v,11,16.07410000002384,AI-Generated,2500.0,500.0,green,1250.0,0.0,-0.5,0.0,45,1.4226000000238421,1000.0,500.0,0.57,Erotic,Male,v,3.6,3.5,50.2338,45.7527,7.4858,216444,12.4281,14.1233
S092,Male_015_v,12,12.6005,AI-Generated,2500.0,500.0,green,1250.0,0.0,-0.42,0.0,57,1.707699999988079,1000.0,500.0,0.59,Erotic,Male,v,2.7,4.8,20.0917,76.4888,3.8868,167601,1.4845,8.8924
S092,Male_017_v,13,8.491399999976158,AI-Generated,2500.0,500.0,green,1250.0,0.0,-0.64,0.0,43,1.5684000000357627,1000.0,500.0,0.43,Erotic,Male,v,4.0,3.8,31.538,56.3546,7.2051,276400,5.2385,7.6499
S092,People_056_h,14,4.5135,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.02,0.0,22,1.917699999988079,1000.0,500.0,0.92,Non-erotic,People,h,2.15,5.15,37.8293,68.5276,7.7565,159859,-0.427,2.1235
S092,Female_002_h,15,5.676100000023842,Photograph,2500.0,500.0,blue,1250.0,0.67,0.28,0.72,35,1.3701999999880792,1000.0,500.0,0.85,Erotic,Female,h,5.85,7.4,32.6608,57.3367,7.5265,428384,0.1224,13.5464
S092,Female_009_h,16,5.5805,Photograph,2500.0,500.0,blue,1250.0,0.64,0.36,0.8,8,9.043599999964236,1000.0,500.0,0.57,Erotic,Female,h,5.55,6.9,43.0143,73.5278,6.6181,176869,11.341,22.514
S092,Faces_330_v,17,12.985,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.3,0.42,12,3.156199999988079,1000.0,500.0,0.53,Non-erotic,Faces,v,4.45,6.35,30.0082,41.7458,7.2395,325837,-0.4702,0.9357
S092,Faces_335_h,18,7.772800000011921,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.0,0.43,21,1.5415,1000.0,500.0,0.63,Non-erotic,Faces,h,2.5,5.55,38.8455,76.9787,7.6725,194229,0.9408,3.6752
S092,Female_017_v,19,4.362199999988079,Photograph,2500.0,500.0,blue,1250.0,0.65,0.08,0.73,5,4.0665,1000.0,500.0,0.48,Erotic,Female,v,5.75,7.2,30.0066,71.3798,7.3457,261977,11.5136,10.9459
S092,Faces_328_v,20,6.501199999988079,AI-Generated,2500.0,500.0,green,1250.0,0.0,-0.1,0.13,2,3.337699999988079,1000.0,500.0,0.47,Non-erotic,Faces,v,2.7,4.85,35.5883,57.6711,7.3988,171031,-0.3112,-1.7416
S092,People_116_h,21,8.408,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.18,0.27,13,2.009699999988079,1000.0,500.0,0.53,Non-erotic,People,h,3.95,6.55,36.0174,75.2758,7.6169,324300,-0.8448,-1.976
S092,People_157_h,22,4.521700000047684,Photograph,2500.0,500.0,blue,1250.0,0.0,0.18,0.4,4,1.600800000011921,1000.0,500.0,0.54,Non-erotic,People,h,3.05,5.25,39.5283,67.7615,7.7856,400343,4.2241,5.451
S092,Female_015_v,23,5.188800000011921,AI-Generated,2500.0,500.0,green,1250.0,0.56,0.1,0.63,53,2.036300000011921,1000.0,500.0,0.55,Erotic,Female,v,5.55,7.3,65.2389,53.402,7.5418,171124,8.0169,14.7847
S092,Female_004_v,24,5.414399999976158,AI-Generated,2500.0,500.0,green,1250.0,0.64,0.12,0.64,28,1.3453000000119208,1000.0,500.0,0.62,Erotic,Female,v,5.8,7.25,66.2497,74.0566,6.894,218444,2.2245,-3.4638
S092,Female_020_v,25,7.046400000035763,Photograph,2500.0,500.0,blue,1250.0,0.75,0.44,0.76,14,2.984200000047684,1000.0,500.0,0.66,Erotic,Female,v,6.2,7.35,50.7307,36.7955,7.0191,173444,4.4367,4.5166
S092,Male_001_v,26,6.312699999988079,Photograph,2500.0,500.0,blue,1250.0,0.0,-1.0,0.0,24,1.8576000000238417,1000.0,500.0,0.47,Erotic,Male,v,3.7,4.25,60.0397,72.0716,7.7395,265152,4.5447,6.449
S092,Male_020_v,27,5.144100000023842,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.76,0.0,23,1.7848000000119209,1000.0,500.0,0.46,Erotic,Male,v,3.25,3.95,76.8132,61.7412,7.1453,157062,4.0439,6.6188
S092,Faces_352_h,28,5.085300000011921,Photograph,2500.0,500.0,blue,1250.0,0.0,0.12,0.41,19,1.8344000000357628,1000.0,500.0,0.64,Non-erotic,Faces,h,4.15,6.7,39.6994,55.2244,7.6593,293080,1.4487,1.8242
S092,Female_001_h,29,4.4155,AI-Generated,2500.0,500.0,green,1250.0,0.63,0.28,0.7,48,1.26,1000.0,500.0,0.79,Erotic,Female,h,5.3,6.9,58.36,49.2428,7.2143,249227,27.1818,10.7039
S092,Male_003_v,30,5.5991999999880795,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.42,0.17,34,1.627,1000.0,500.0,0.56,Erotic,Male,v,3.65,4.2,46.1739,49.4077,7.4926,228056,3.5967,7.3901
S092,Male_011_v,31,6.258099999964237,Photograph,2500.0,500.0,blue,1250.0,0.0,-1.0,0.09,49,1.525199999988079,1000.0,500.0,0.63,Erotic,Male,v,3.15,4.6,40.2007,66.7949,7.44,265717,8.1808,11.1864
S092,Female_021_h,32,5.8875,AI-Generated,2500.0,500.0,green,1250.0,1.0,0.68,0.8,39,1.0465,1000.0,500.0,0.65,Erotic,Female,h,6.3,7.1,62.5048,59.7605,7.3816,237825,8.8278,10.335
S092,Female_003_v,33,5.476699999988079,Photograph,2500.0,500.0,blue,1250.0,0.88,0.6,0.66,16,1.5212000000476835,1000.0,500.0,0.69,Erotic,Female,v,5.1,7.0,71.1543,54.6216,7.4449,118707,7.0815,2.7069
S092,People_176_h,34,6.215800000011921,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.74,0.54,44,1.703300000011921,1000.0,500.0,0.64,Non-erotic,People,h,4.4,7.1,74.0151,69.2438,6.6467,271588,0.256,0.081
S092,Female_012_v,35,6.1988000000119206,Photograph,2500.0,500.0,blue,1250.0,0.74,0.32,0.74,32,2.335,1000.0,500.0,0.79,Erotic,Female,v,5.15,7.05,57.6698,65.0532,7.8207,207243,4.5309,8.2501
S092,Male_025_v,36,5.120399999976158,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.6,0.31,29,1.7616999999880791,1000.0,500.0,0.6,Erotic,Male,v,3.55,3.45,29.0652,60.357,6.8769,267633,2.7805,-0.966
S092,People_132_h,37,4.681300000011921,AI-Generated,2500.0,500.0,green,1250.0,0.0,-0.14,0.19,30,1.156199999988079,1000.0,500.0,0.62,Non-erotic,People,h,3.5,4.9,46.8945,57.9992,7.5629,211838,-2.9026,11.8506
S092,Female_023_h,38,4.150299999952316,AI-Generated,2500.0,500.0,green,1250.0,0.54,0.42,0.62,50,2.0104000000357627,1000.0,500.0,0.7,Erotic,Female,h,5.4,6.85,20.4158,63.53,6.0347,214797,1.8632,7.0814
S092,Female_005_v,39,6.976300000011921,AI-Generated,2500.0,500.0,green,1250.0,0.6,0.36,0.56,27,2.067699999988079,1000.0,500.0,0.72,Erotic,Female,v,5.6,6.25,44.8525,70.3649,7.6863,270082,11.7249,10.9722
S092,People_172_v,40,10.891,Photograph,2500.0,500.0,blue,1250.0,0.0,0.28,0.24,55,5.463899999976158,1000.0,500.0,0.47,Non-erotic,People,v,4.35,7.15,49.9957,56.3597,7.6186,359216,-8.8494,0.6884
S092,Female_006_v,41,5.751,AI-Generated,2500.0,500.0,green,1250.0,0.58,0.26,0.59,60,1.063199999988079,1000.0,500.0,0.68,Erotic,Female,v,5.7,7.1,63.1318,63.865,7.7492,186016,2.4502,14.6292
S092,Male_002_v,42,4.270300000011921,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.58,0.14,15,1.4711999999880792,1000.0,500.0,0.56,Erotic,Male,v,2.85,4.0,42.743,65.8985,7.7155,221793,11.6582,-3.6073
S092,Faces_351_h,43,6.8848000000119205,Photograph,2500.0,500.0,blue,1250.0,0.0,0.62,0.46,42,1.387,1000.0,500.0,0.69,Non-erotic,Faces,h,4.5,7.1,35.4262,73.7229,7.3716,170646,2.8311,6.4751
S092,Female_022_h,44,10.884,Photograph,2500.0,500.0,blue,1250.0,0.99,0.66,0.68,46,1.6715,1000.0,500.0,0.65,Erotic,Female,h,6.1,7.05,56.5834,63.7769,7.3921,216160,15.4662,4.3765
S092,Male_012_h,45,7.649900000035763,AI-Generated,2500.0,500.0,green,1250.0,0.0,-0.42,0.25,9,3.157399999976158,1000.0,500.0,0.44,Erotic,Male,h,2.95,3.55,76.3947,43.9723,7.2393,331233,4.1326,8.2885
S092,People_146_h,46,4.8216000000238415,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.46,0.13,36,1.2264000000357629,1000.0,500.0,0.54,Non-erotic,People,h,2.35,4.65,49.0548,56.7789,7.6988,343985,-1.4558,4.264
S092,Female_018_h,47,5.022599999964237,Photograph,2500.0,500.0,blue,1250.0,0.86,0.64,0.7,17,2.9307000000476844,1000.0,500.0,0.59,Erotic,Female,h,6.5,7.45,73.3265,38.1936,6.9748,275330,3.457,12.5327
S092,Male_014_v,48,6.315399999976158,AI-Generated,2500.0,500.0,green,1250.0,0.0,-1.0,0.13,25,1.5805,1000.0,500.0,0.59,Erotic,Male,v,3.95,3.6,73.0604,48.9227,7.2601,151861,3.9097,2.0474
S092,Male_007_h,49,4.467800000011921,AI-Generated,2500.0,500.0,green,1250.0,0.0,-1.0,0.0,38,1.7700999999642373,1000.0,500.0,0.47,Erotic,Male,h,4.05,3.3,50.1922,54.4775,7.6965,469938,3.1066,14.9059
S092,Female_013_h,50,4.943800000011921,Photograph,2500.0,500.0,blue,1250.0,0.62,0.14,0.64,18,2.6445,1000.0,500.0,0.93,Erotic,Female,h,5.5,6.85,21.5101,68.6277,4.6639,137297,3.4277,3.1779
S092,Male_013_v,51,5.776699999988079,AI-Generated,2500.0,500.0,green,1250.0,0.0,-1.0,0.0,6,4.072100000023842,1000.0,500.0,0.53,Erotic,Male,v,3.75,3.7,44.0686,86.7349,7.4514,293448,11.5375,24.8859
S092,Faces_184_h,52,5.585199999988079,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.12,0.39,47,1.7342000000476836,1000.0,500.0,0.59,Non-erotic,Faces,h,2.45,5.6,33.5125,62.699,7.5512,186474,11.1965,23.2193
S092,Faces_160_v,53,5.493300000011921,AI-Generated,2500.0,500.0,green,1250.0,0.0,-0.02,0.46,3,1.732399999976158,1000.0,500.0,0.67,Non-erotic,Faces,v,2.95,4.8,43.744,85.794,7.5611,145663,7.3603,10.0906
S092,Male_006_v,54,4.539300000011921,AI-Generated,2500.0,500.0,green,1250.0,0.0,-1.0,0.0,1,2.8635,1000.0,500.0,0.55,Erotic,Male,v,4.8,2.95,26.1872,40.1914,7.0614,206880,7.5483,10.2363
S092,People_190_h,55,5.12,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.18,0.52,31,3.457800000011921,1000.0,500.0,0.75,Non-erotic,People,h,5.0,7.6,43.0061,55.7373,7.6983,385125,-0.7026,-13.3812
S092,Male_022_v,56,6.010800000011921,AI-Generated,2500.0,500.0,green,1250.0,0.0,-1.0,0.0,11,1.8661999999880792,1000.0,500.0,0.53,Erotic,Male,v,5.15,3.1,43.1253,52.5585,7.6091,257785,2.6258,12.346
S092,People_169_h,57,3.938699999988079,Photograph,2500.0,500.0,blue,1250.0,0.0,0.32,0.54,20,1.777899999976158,1000.0,500.0,0.89,Non-erotic,People,h,4.15,6.6,54.9775,81.4202,7.7471,466618,0.3259,3.9071
S092,Faces_349_h,58,4.2679000000357625,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.18,0.32,59,1.3613000000119209,1000.0,500.0,0.93,Non-erotic,Faces,h,2.75,5.65,30.7027,59.0963,7.5596,215553,0.697,0.5981
S092,Male_005_v,59,5.578400000035763,Photograph,2500.0,500.0,blue,1250.0,0.0,-1.0,0.0,7,2.068,1000.0,500.0,0.45,Erotic,Male,v,4.75,3.2,19.09,43.8873,6.7516,170084,11.4089,17.2027
S092,Female_008_v,60,7.604900000035763,AI-Generated,2500.0,500.0,green,1250.0,0.59,0.06,0.54,10,2.5605,1000.0,500.0,0.45,Erotic,Female,v,4.7,6.4,52.8173,72.8334,7.4938,155798,1.2756,4.492
S091,Female_017_v,1,7.709,AI-Generated,2500.0,500.0,green,1250.0,0.59,0.72,0.59,38,1.912,1000.0,500.0,0.32,Erotic,Female,v,5.75,7.2,30.0066,71.3798,7.3457,261977,11.5136,10.9459
S091,Male_001_v,2,6.433,Photograph,2500.0,500.0,red,1250.0,0.0,0.98,0.0,19,2.739,1000.0,500.0,0.85,Erotic,Male,v,3.7,4.25,60.0397,72.0716,7.7395,265152,4.5447,6.449
S091,Female_011_h,3,6.268,Photograph,2500.0,500.0,red,1250.0,0.28,0.4,0.75,13,1.817,1000.0,500.0,0.67,Erotic,Female,h,5.85,7.6,59.689,56.5583,7.4167,142606,7.0771,8.9211
S091,Male_013_v,4,4.506,AI-Generated,2500.0,500.0,green,1250.0,0.59,0.52,0.68,55,2.24,1000.0,500.0,0.38,Erotic,Male,v,3.75,3.7,44.0686,86.7349,7.4514,293448,11.5375,24.8859
S091,Female_015_v,5,6.008,AI-Generated,2500.0,500.0,green,1250.0,0.2,0.22,0.67,16,1.577,1000.0,500.0,0.78,Erotic,Female,v,5.55,7.3,65.2389,53.402,7.5418,171124,8.0169,14.7847
S091,Male_006_v,6,5.203,AI-Generated,2500.0,500.0,green,1250.0,0.6,0.58,0.95,40,1.48,1000.0,500.0,0.72,Erotic,Male,v,4.8,2.95,26.1872,40.1914,7.0614,206880,7.5483,10.2363
S091,Faces_330_v,7,5.535,AI-Generated,2500.0,500.0,green,1250.0,0.0,1.0,0.0,14,1.738,1000.0,500.0,0.75,Non-erotic,Faces,v,4.45,6.35,30.0082,41.7458,7.2395,325837,-0.4702,0.9357
S091,People_190_h,8,5.01,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.12,0.0,60,1.232,1000.0,500.0,0.83,Non-erotic,People,h,5.0,7.6,43.0061,55.7373,7.6983,385125,-0.7026,-13.3812
S091,Female_013_h,9,5.706,Photograph,2500.0,500.0,red,1250.0,0.61,0.5,0.44,53,1.456,1000.0,500.0,0.84,Erotic,Female,h,5.5,6.85,21.5101,68.6277,4.6639,137297,3.4277,3.1779
S091,Female_023_h,10,5.804,Photograph,2500.0,500.0,red,1250.0,0.78,0.96,0.78,44,1.502,1000.0,500.0,0.78,Erotic,Female,h,5.4,6.85,20.4158,63.53,6.0347,214797,1.8632,7.0814
S091,Faces_351_h,11,4.775,Photograph,2500.0,500.0,red,1250.0,0.0,1.0,0.3,8,1.998,1000.0,500.0,0.8,Non-erotic,Faces,h,4.5,7.1,35.4262,73.7229,7.3716,170646,2.8311,6.4751
S091,Female_022_h,12,5.342,Photograph,2500.0,500.0,red,1250.0,0.71,0.92,0.39,51,1.644,1000.0,500.0,0.78,Erotic,Female,h,6.1,7.05,56.5834,63.7769,7.3921,216160,15.4662,4.3765
S091,Male_008_v,13,6.676,Photograph,2500.0,500.0,red,1250.0,0.69,0.76,0.69,17,1.859,1000.0,500.0,0.97,Erotic,Male,v,4.45,3.4,49.8422,61.1046,7.609,207491,14.1516,16.1108
S091,Female_002_h,14,5.365,Photograph,2500.0,500.0,red,1250.0,1.0,1.0,1.0,25,1.563,1000.0,500.0,1.0,Erotic,Female,h,5.85,7.4,32.6608,57.3367,7.5265,428384,0.1224,13.5464
S091,People_172_v,15,4.532,Photograph,2500.0,500.0,red,1250.0,0.35,0.58,0.98,34,1.526,1000.0,500.0,0.93,Non-erotic,People,v,4.35,7.15,49.9957,56.3597,7.6186,359216,-8.8494,0.6884
S091,Female_006_v,16,4.21,AI-Generated,2500.0,500.0,green,1250.0,0.78,1.0,1.0,52,1.504,1000.0,500.0,0.89,Erotic,Female,v,5.7,7.1,63.1318,63.865,7.7492,186016,2.4502,14.6292
S091,People_187_h,17,5.657,Photograph,2500.0,500.0,red,1250.0,0.23,0.4,0.72,6,1.69,1000.0,500.0,0.88,Non-erotic,People,h,4.55,6.9,48.6317,72.6593,7.9149,445830,-1.5361,3.8181
S091,People_157_h,18,4.795,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.42,0.66,49,1.136,1000.0,500.0,0.74,Non-erotic,People,h,3.05,5.25,39.5283,67.7615,7.7856,400343,4.2241,5.451
S091,Female_005_v,19,4.461,AI-Generated,2500.0,500.0,green,1250.0,0.18,0.28,0.34,30,1.382,1000.0,500.0,0.67,Erotic,Female,v,5.6,6.25,44.8525,70.3649,7.6863,270082,11.7249,10.9722
S091,Male_005_v,20,4.542,Photograph,2500.0,500.0,red,1250.0,0.25,0.62,0.31,1,3.189,1000.0,500.0,0.71,Erotic,Male,v,4.75,3.2,19.09,43.8873,6.7516,170084,11.4089,17.2027
S091,Female_019_h,21,4.458,Photograph,2500.0,500.0,red,1250.0,0.3,0.48,0.68,39,2.24,1000.0,500.0,0.74,Erotic,Female,h,5.0,6.4,48.6266,36.3153,7.1507,254048,23.4717,33.9492
S091,Faces_234_h,22,6.691,Photograph,2500.0,500.0,red,1250.0,0.0,0.28,0.64,18,1.867,1000.0,500.0,0.94,Non-erotic,Faces,h,4.0,6.2,41.9783,67.2103,7.8073,506847,-3.0751,15.1934
S091,Female_012_v,23,4.893,Photograph,2500.0,500.0,red,1250.0,0.41,0.38,0.64,22,1.628,1000.0,500.0,0.93,Erotic,Female,v,5.15,7.05,57.6698,65.0532,7.8207,207243,4.5309,8.2501
S091,Male_024_h,24,4.061,AI-Generated,2500.0,500.0,green,1250.0,0.68,0.66,0.69,33,1.702,1000.0,500.0,0.36,Erotic,Male,h,2.6,4.5,35.3457,44.1672,7.3268,201056,11.8279,13.8626
S091,Male_009_v,25,5.494,Photograph,2500.0,500.0,red,1250.0,0.71,0.72,0.73,21,1.884,1000.0,500.0,0.88,Erotic,Male,v,2.85,4.45,43.2111,60.8704,7.489,271374,13.4711,15.6762
S091,Faces_328_v,26,6.45,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.02,0.13,50,1.294,1000.0,500.0,0.43,Non-erotic,Faces,v,2.7,4.85,35.5883,57.6711,7.3988,171031,-0.3112,-1.7416
S091,People_176_h,27,6.636,Photograph,2500.0,500.0,red,1250.0,0.0,0.12,0.57,32,1.756,1000.0,500.0,0.77,Non-erotic,People,h,4.4,7.1,74.0151,69.2438,6.6467,271588,0.256,0.081
S091,Male_014_v,28,5.893,AI-Generated,2500.0,500.0,green,1250.0,0.75,0.78,0.77,46,1.823,1000.0,500.0,0.76,Erotic,Male,v,3.95,3.6,73.0604,48.9227,7.2601,151861,3.9097,2.0474
S091,Male_007_h,29,3.898,Photograph,2500.0,500.0,red,1250.0,0.41,0.12,0.68,41,1.372,1000.0,500.0,0.26,Erotic,Male,h,4.05,3.3,50.1922,54.4775,7.6965,469938,3.1066,14.9059
S091,Male_016_v,30,5.056,Photograph,2500.0,500.0,red,1250.0,0.26,-0.4,0.35,45,1.27,1000.0,500.0,0.82,Erotic,Male,v,3.6,3.5,50.2338,45.7527,7.4858,216444,12.4281,14.1233
S091,Female_021_h,31,4.855,Photograph,2500.0,500.0,red,1250.0,0.62,0.36,0.65,24,1.647,1000.0,500.0,1.0,Erotic,Female,h,6.3,7.1,62.5048,59.7605,7.3816,237825,8.8278,10.335
S091,Faces_184_h,32,4.848,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.06,0.23,31,1.183,1000.0,500.0,0.36,Non-erotic,Faces,h,2.45,5.6,33.5125,62.699,7.5512,186474,11.1965,23.2193
S091,Male_015_v,33,4.838,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.06,0.18,35,1.782,1000.0,500.0,0.75,Erotic,Male,v,2.7,4.8,20.0917,76.4888,3.8868,167601,1.4845,8.8924
S091,Female_016_h,34,4.418,Photograph,2500.0,500.0,red,1250.0,0.28,0.28,0.34,59,1.103,1000.0,500.0,0.83,Erotic,Female,h,4.5,6.65,52.7456,37.7359,7.2035,198286,33.7434,20.4305
S091,People_169_h,35,3.993,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.22,0.6,36,1.829,1000.0,500.0,0.79,Non-erotic,People,h,4.15,6.6,54.9775,81.4202,7.7471,466618,0.3259,3.9071
S091,Male_017_v,36,5.01,AI-Generated,2500.0,500.0,green,1250.0,0.22,-0.14,0.43,11,1.675,1000.0,500.0,0.21,Erotic,Male,v,4.0,3.8,31.538,56.3546,7.2051,276400,5.2385,7.6499
S091,Male_012_h,37,5.14,AI-Generated,2500.0,500.0,green,1250.0,0.57,0.4,0.66,20,1.912,1000.0,500.0,0.91,Erotic,Male,h,2.95,3.55,76.3947,43.9723,7.2393,331233,4.1326,8.2885
S091,Faces_335_h,38,4.24,AI-Generated,2500.0,500.0,green,1250.0,0.0,-0.04,0.46,7,2.097,1000.0,500.0,0.75,Non-erotic,Faces,h,2.5,5.55,38.8455,76.9787,7.6725,194229,0.9408,3.6752
S091,Faces_352_h,39,4.762,Photograph,2500.0,500.0,red,1250.0,0.0,0.1,0.16,2,2.246,1000.0,500.0,0.92,Non-erotic,Faces,h,4.15,6.7,39.6994,55.2244,7.6593,293080,1.4487,1.8242
S091,People_116_h,40,4.732,Photograph,2500.0,500.0,red,1250.0,0.0,0.66,0.84,29,1.371,1000.0,500.0,0.84,Non-erotic,People,h,3.95,6.55,36.0174,75.2758,7.6169,324300,-0.8448,-1.976
S091,Female_003_v,41,3.956,AI-Generated,2500.0,500.0,green,1250.0,0.63,0.82,0.72,9,1.938,1000.0,500.0,0.76,Erotic,Female,v,5.1,7.0,71.1543,54.6216,7.4449,118707,7.0815,2.7069
S091,People_132_h,42,4.541,Photograph,2500.0,500.0,red,1250.0,0.0,0.08,0.31,48,2.503,1000.0,500.0,0.83,Non-erotic,People,h,3.5,4.9,46.8945,57.9992,7.5629,211838,-2.9026,11.8506
S091,Female_009_h,43,5.916,AI-Generated,2500.0,500.0,green,1250.0,0.72,1.0,0.73,4,1.899,1000.0,500.0,0.95,Erotic,Female,h,5.55,6.9,43.0143,73.5278,6.6181,176869,11.341,22.514
S091,Female_001_h,44,4.67,AI-Generated,2500.0,500.0,green,1250.0,0.69,0.6,0.68,42,1.854,1000.0,500.0,0.66,Erotic,Female,h,5.3,6.9,58.36,49.2428,7.2143,249227,27.1818,10.7039
S091,People_056_h,45,4.353,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.12,0.12,58,1.581,1000.0,500.0,0.85,Non-erotic,People,h,2.15,5.15,37.8293,68.5276,7.7565,159859,-0.427,2.1235
S091,Male_022_v,46,5.141,AI-Generated,2500.0,500.0,green,1250.0,0.81,0.82,0.83,57,1.376,1000.0,500.0,0.77,Erotic,Male,v,5.15,3.1,43.1253,52.5585,7.6091,257785,2.6258,12.346
S091,Faces_349_h,47,4.28,Photograph,2500.0,500.0,red,1250.0,0.0,-0.02,0.2,3,1.899,1000.0,500.0,0.87,Non-erotic,Faces,h,2.75,5.65,30.7027,59.0963,7.5596,215553,0.697,0.5981
S091,Female_004_v,48,4.2,AI-Generated,2500.0,500.0,green,1250.0,0.56,0.42,0.66,54,1.489,1000.0,500.0,0.67,Erotic,Female,v,5.8,7.25,66.2497,74.0566,6.894,218444,2.2245,-3.4638
S091,Faces_160_v,49,4.012,AI-Generated,2500.0,500.0,green,1250.0,0.0,0.04,0.53,43,1.316,1000.0,500.0,0.73,Non-erotic,Faces,v,2.95,4.8,43.744,85.794,7.5611,145663,7.3603,10.0906
S091,Male_023_v,50,4.728,Photograph,2500.0,500.0,red,1250.0,0.37,0.24,0.31,5,1.801,1000.0,500.0,0.77,Erotic,Male,v,3.0,5.05,51.0533,59.4542,7.7168,201176,12.5798,16.3443
S091,Female_008_v,51,4.573,AI-Generated,2500.0,500.0,green,1250.0,0.63,0.5,0.66,23,1.654,1000.0,500.0,1.0,Erotic,Female,v,4.7,6.4,52.8173,72.8334,7.4938,155798,1.2756,4.492
